id,json,sql
461,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""cast_info"", ""Alias"": ""ci"", ""Startup Cost"": 0.0, ""Total Cost"": 705440.1, ""Plan Rows"": 12005713, ""Plan Width"": 42, ""Actual Startup Time"": 1382.314, ""Actual Total Time"": 2884.842, ""Actual Rows"": 11952549, ""Actual Loops"": 1, ""Filter"": ""(person_id > 2494362)"", ""Rows Removed by Filter"": 24291795}, ""Planning Time"": 1.642, ""Triggers"": [], ""Execution Time"": 3159.233}",SELECT * FROM cast_info ci WHERE ci.person_id>2494362;
462,"{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 698218.52, ""Total Cost"": 2550728.15, ""Plan Rows"": 32189353, ""Plan Width"": 210, ""Actual Startup Time"": 2569.256, ""Actual Total Time"": 23990.273, ""Actual Rows"": 29054459, ""Actual Loops"": 1, ""Inner Unique"": false, ""Hash Cond"": ""(ci.movie_id = t.id)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""cast_info"", ""Alias"": ""ci"", ""Startup Cost"": 0.0, ""Total Cost"": 614889.48, ""Plan Rows"": 36220248, ""Plan Width"": 42, ""Actual Startup Time"": 0.038, ""Actual Total Time"": 2385.241, ""Actual Rows"": 36244344, ""Actual Loops"": 1}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 617467.41, ""Total Cost"": 617467.41, ""Plan Rows"": 2246969, ""Plan Width"": 168, ""Actual Startup Time"": 2555.57, ""Actual Total Time"": 2651.16, ""Actual Rows"": 1416476, ""Actual Loops"": 1, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 128, ""Original Hash Batches"": 128, ""Peak Memory Usage"": 2679, ""Plans"": [{""Node Type"": ""Gather"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Startup Cost"": 61373.35, ""Total Cost"": 617467.41, ""Plan Rows"": 2246969, ""Plan Width"": 168, ""Actual Startup Time"": 1669.742, ""Actual Total Time"": 2209.283, ""Actual Rows"": 1416476, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 60373.35, ""Total Cost"": 391770.51, ""Plan Rows"": 936237, ""Plan Width"": 168, ""Actual Startup Time"": 1658.515, ""Actual Total Time"": 2168.311, ""Actual Rows"": 472159, ""Actual Loops"": 3, ""Inner Unique"": true, ""Hash Cond"": ""(mi.movie_id = t.id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_info"", ""Alias"": ""mi"", ""Startup Cost"": 0.0, ""Total Cost"": 239266.15, ""Plan Rows"": 3123430, ""Plan Width"": 74, ""Actual Startup Time"": 34.775, ""Actual Total Time"": 658.413, ""Actual Rows"": 2516285, ""Actual Loops"": 3, ""Filter"": ""(info_type_id > 7)"", ""Rows Removed by Filter"": 2428955, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 51800.15, ""Total Cost"": 51800.15, ""Plan Rows"": 315776, ""Plan Width"": 94, ""Actual Startup Time"": 231.514, ""Actual Total Time"": 231.514, ""Actual Rows"": 215852, ""Actual Loops"": 3, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 32, ""Original Hash Batches"": 32, ""Peak Memory Usage"": 2720, ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 51800.15, ""Plan Rows"": 315776, ""Plan Width"": 94, ""Actual Startup Time"": 0.16, ""Actual Total Time"": 140.778, ""Actual Rows"": 215852, ""Actual Loops"": 3, ""Filter"": ""((kind_id > 1) AND (production_year < 2000))"", ""Rows Removed by Filter"": 626919, ""Workers"": []}]}]}]}]}]}, ""Planning Time"": 3.338, ""Triggers"": [], ""Execution Time"": 24673.881}","SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND t.production_year<2000 AND mi.info_type_id>7;"
463,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 34535.96, ""Total Cost"": 127943.1, ""Plan Rows"": 220518, ""Plan Width"": 134, ""Actual Startup Time"": 386.596, ""Actual Total Time"": 614.977, ""Actual Rows"": 340690, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 33535.96, ""Total Cost"": 104891.3, ""Plan Rows"": 91882, ""Plan Width"": 134, ""Actual Startup Time"": 370.833, ""Actual Total Time"": 499.937, ""Actual Rows"": 113563, ""Actual Loops"": 3, ""Inner Unique"": false, ""Hash Cond"": ""(t.id = mc.movie_id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 51800.15, ""Plan Rows"": 516270, ""Plan Width"": 94, ""Actual Startup Time"": 0.279, ""Actual Total Time"": 149.105, ""Actual Rows"": 399125, ""Actual Loops"": 3, ""Filter"": ""((kind_id > 1) AND (production_year < 2008))"", ""Rows Removed by Filter"": 443646, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 29727.32, ""Total Cost"": 29727.32, ""Plan Rows"": 187491, ""Plan Width"": 40, ""Actual Startup Time"": 125.204, ""Actual Total Time"": 125.205, ""Actual Rows"": 216381, ""Actual Loops"": 3, ""Hash Buckets"": 65536, ""Original Hash Buckets"": 65536, ""Hash Batches"": 16, ""Original Hash Batches"": 16, ""Peak Memory Usage"": 3520, ""Workers"": [], ""Plans"": [{""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Scan Direction"": ""Forward"", ""Index Name"": ""company_type_id_movie_companies"", ""Relation Name"": ""movie_companies"", ""Alias"": ""mc"", ""Startup Cost"": 0.43, ""Total Cost"": 29727.32, ""Plan Rows"": 187491, ""Plan Width"": 40, ""Actual Startup Time"": 0.256, ""Actual Total Time"": 87.945, ""Actual Rows"": 216381, ""Actual Loops"": 3, ""Index Cond"": ""(company_type_id = 1)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""(company_id < 3111)"", ""Rows Removed by Filter"": 208368, ""Workers"": []}]}]}]}, ""Planning Time"": 2.518, ""Triggers"": [], ""Execution Time"": 623.468}","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id>1 AND t.production_year<2008 AND mc.company_id<3111 AND mc.company_type_id=1;"
464,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 115606.97, ""Total Cost"": 391192.2, ""Plan Rows"": 308839, ""Plan Width"": 193, ""Actual Startup Time"": 1044.883, ""Actual Total Time"": 1642.171, ""Actual Rows"": 923627, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 114606.97, ""Total Cost"": 359308.3, ""Plan Rows"": 128683, ""Plan Width"": 193, ""Actual Startup Time"": 1027.747, ""Actual Total Time"": 1212.87, ""Actual Rows"": 307876, ""Actual Loops"": 3, ""Inner Unique"": false, ""Hash Cond"": ""(mi.movie_id = t.id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Bitmap Heap Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_info"", ""Alias"": ""mi"", ""Startup Cost"": 13281.8, ""Total Cost"": 238170.77, ""Plan Rows"": 496848, ""Plan Width"": 74, ""Actual Startup Time"": 33.054, ""Actual Total Time"": 151.461, ""Actual Rows"": 401570, ""Actual Loops"": 3, ""Recheck Cond"": ""(info_type_id > 18)"", ""Rows Removed by Index Recheck"": 0, ""Exact Heap Blocks"": 12295, ""Lossy Heap Blocks"": 0, ""Workers"": [], ""Plans"": [{""Node Type"": ""Bitmap Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Index Name"": ""info_type_id_movie_info"", ""Startup Cost"": 0.0, ""Total Cost"": 12983.69, ""Plan Rows"": 1192434, ""Plan Width"": 0, ""Actual Startup Time"": 29.316, ""Actual Total Time"": 29.316, ""Actual Rows"": 1204709, ""Actual Loops"": 1, ""Index Cond"": ""(info_type_id > 18)"", ""Workers"": []}]}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 93117.56, ""Total Cost"": 93117.56, ""Plan Rows"": 272849, ""Plan Width"": 119, ""Actual Startup Time"": 666.413, ""Actual Total Time"": 666.416, ""Actual Rows"": 179908, ""Actual Loops"": 3, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 32, ""Original Hash Batches"": 32, ""Peak Memory Usage"": 2624, ""Workers"": [], ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 62738.0, ""Total Cost"": 93117.56, ""Plan Rows"": 272849, ""Plan Width"": 119, ""Actual Startup Time"": 423.895, ""Actual Total Time"": 586.824, ""Actual Rows"": 179908, ""Actual Loops"": 3, ""Inner Unique"": true, ""Hash Cond"": ""(mi_idx.movie_id = t.id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_info_idx"", ""Alias"": ""mi_idx"", ""Startup Cost"": 0.0, ""Total Cost"": 13685.15, ""Plan Rows"": 575015, ""Plan Width"": 25, ""Actual Startup Time"": 0.25, ""Actual Total Time"": 37.078, ""Actual Rows"": 460012, ""Actual Loops"": 3, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 49166.46, ""Total Cost"": 49166.46, ""Plan Rows"": 499883, ""Plan Width"": 94, ""Actual Startup Time"": 275.099, ""Actual Total Time"": 275.1, ""Actual Rows"": 397506, ""Actual Loops"": 3, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 64, ""Original Hash Batches"": 64, ""Peak Memory Usage"": 2496, ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 49166.46, ""Plan Rows"": 499883, ""Plan Width"": 94, ""Actual Startup Time"": 0.175, ""Actual Total Time"": 144.248, ""Actual Rows"": 397506, ""Actual Loops"": 3, ""Filter"": ""(production_year > 2003)"", ""Rows Removed by Filter"": 445265, ""Workers"": []}]}]}]}]}]}, ""Planning Time"": 3.468, ""Triggers"": [], ""Execution Time"": 1664.708}","SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year>2003 AND mi.info_type_id>18;"
465,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 79121.32, ""Total Cost"": 147771.75, ""Plan Rows"": 260601, ""Plan Width"": 106, ""Actual Startup Time"": 702.953, ""Actual Total Time"": 1103.189, ""Actual Rows"": 260933, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 78121.32, ""Total Cost"": 120711.65, ""Plan Rows"": 108584, ""Plan Width"": 106, ""Actual Startup Time"": 685.558, ""Actual Total Time"": 873.205, ""Actual Rows"": 86978, ""Actual Loops"": 3, ""Inner Unique"": true, ""Hash Cond"": ""(mk.movie_id = t.id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Bitmap Heap Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_keyword"", ""Alias"": ""mk"", ""Startup Cost"": 2988.09, ""Total Cost"": 28799.39, ""Plan Rows"": 108584, ""Plan Width"": 12, ""Actual Startup Time"": 13.694, ""Actual Total Time"": 91.097, ""Actual Rows"": 86978, ""Actual Loops"": 3, ""Recheck Cond"": ""(keyword_id < 229)"", ""Rows Removed by Index Recheck"": 0, ""Exact Heap Blocks"": 10058, ""Lossy Heap Blocks"": 0, ""Workers"": [], ""Plans"": [{""Node Type"": ""Bitmap Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Index Name"": ""keyword_id_movie_keyword"", ""Startup Cost"": 0.0, ""Total Cost"": 2922.94, ""Plan Rows"": 260601, ""Plan Width"": 0, ""Actual Startup Time"": 11.216, ""Actual Total Time"": 11.216, ""Actual Rows"": 260933, ""Actual Loops"": 1, ""Index Cond"": ""(keyword_id < 229)"", ""Workers"": []}]}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 46532.77, ""Total Cost"": 46532.77, ""Plan Rows"": 1053477, ""Plan Width"": 94, ""Actual Startup Time"": 480.551, ""Actual Total Time"": 480.551, ""Actual Rows"": 842771, ""Actual Loops"": 3, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 128, ""Original Hash Batches"": 128, ""Peak Memory Usage"": 2624, ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 46532.77, ""Plan Rows"": 1053477, ""Plan Width"": 94, ""Actual Startup Time"": 0.142, ""Actual Total Time"": 115.323, ""Actual Rows"": 842771, ""Actual Loops"": 3, ""Workers"": []}]}]}]}, ""Planning Time"": 2.518, ""Triggers"": [], ""Execution Time"": 1109.581}","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<229;"
466,"{""Plan"": {""Node Type"": ""Bitmap Heap Scan"", ""Parallel Aware"": false, ""Relation Name"": ""movie_keyword"", ""Alias"": ""mk"", ""Startup Cost"": 18184.78, ""Total Cost"": 62465.16, ""Plan Rows"": 1586110, ""Plan Width"": 12, ""Actual Startup Time"": 60.781, ""Actual Total Time"": 256.274, ""Actual Rows"": 1601485, ""Actual Loops"": 1, ""Recheck Cond"": ""(keyword_id > 9553)"", ""Rows Removed by Index Recheck"": 0, ""Exact Heap Blocks"": 24292, ""Lossy Heap Blocks"": 0, ""Plans"": [{""Node Type"": ""Bitmap Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Index Name"": ""keyword_id_movie_keyword"", ""Startup Cost"": 0.0, ""Total Cost"": 17788.26, ""Plan Rows"": 1586110, ""Plan Width"": 0, ""Actual Startup Time"": 58.442, ""Actual Total Time"": 58.442, ""Actual Rows"": 1601485, ""Actual Loops"": 1, ""Index Cond"": ""(keyword_id > 9553)""}]}, ""Planning Time"": 1.72, ""Triggers"": [], ""Execution Time"": 293.464}",SELECT * FROM movie_keyword mk WHERE mk.keyword_id>9553;
467,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 503540.92, ""Total Cost"": 752071.55, ""Plan Rows"": 1695101, ""Plan Width"": 148, ""Actual Startup Time"": 3344.457, ""Actual Total Time"": 8645.313, ""Actual Rows"": 21334377, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 502540.92, ""Total Cost"": 581561.45, ""Plan Rows"": 706292, ""Plan Width"": 148, ""Actual Startup Time"": 3323.277, ""Actual Total Time"": 5283.075, ""Actual Rows"": 7111459, ""Actual Loops"": 3, ""Inner Unique"": false, ""Hash Cond"": ""(mk.movie_id = t.id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_keyword"", ""Alias"": ""mk"", ""Startup Cost"": 0.0, ""Total Cost"": 48016.14, ""Plan Rows"": 990267, ""Plan Width"": 12, ""Actual Startup Time"": 0.6, ""Actual Total Time"": 157.171, ""Actual Rows"": 792359, ""Actual Loops"": 3, ""Filter"": ""(keyword_id > 4030)"", ""Rows Removed by Filter"": 715618, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 478472.72, ""Total Cost"": 478472.72, ""Plan Rows"": 751376, ""Plan Width"": 136, ""Actual Startup Time"": 2885.649, ""Actual Total Time"": 2885.693, ""Actual Rows"": 1337074, ""Actual Loops"": 3, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 256, ""Original Hash Batches"": 128, ""Peak Memory Usage"": 2880, ""Workers"": [], ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 75133.67, ""Total Cost"": 478472.72, ""Plan Rows"": 751376, ""Plan Width"": 136, ""Actual Startup Time"": 1666.252, ""Actual Total Time"": 2305.721, ""Actual Rows"": 1337074, ""Actual Loops"": 3, ""Inner Unique"": true, ""Hash Cond"": ""(ci.movie_id = t.id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Scan Direction"": ""Forward"", ""Index Name"": ""role_id_cast_info"", ""Relation Name"": ""cast_info"", ""Alias"": ""ci"", ""Startup Cost"": 0.44, ""Total Cost"": 372727.13, ""Plan Rows"": 751376, ""Plan Width"": 42, ""Actual Startup Time"": 437.723, ""Actual Total Time"": 933.183, ""Actual Rows"": 1337074, ""Actual Loops"": 3, ""Index Cond"": ""(role_id > 2)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""(person_id > 3322213)"", ""Rows Removed by Filter"": 4036821, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 46532.77, ""Total Cost"": 46532.77, ""Plan Rows"": 1053477, ""Plan Width"": 94, ""Actual Startup Time"": 397.226, ""Actual Total Time"": 397.227, ""Actual Rows"": 842771, ""Actual Loops"": 3, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 128, ""Original Hash Batches"": 128, ""Peak Memory Usage"": 2624, ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 46532.77, ""Plan Rows"": 1053477, ""Plan Width"": 94, ""Actual Startup Time"": 0.212, ""Actual Total Time"": 116.103, ""Actual Rows"": 842771, ""Actual Loops"": 3, ""Workers"": []}]}]}]}]}]}, ""Planning Time"": 3.583, ""Triggers"": [], ""Execution Time"": 9161.467}","SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id>3322213 AND ci.role_id>2 AND mk.keyword_id>4030;"
468,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""movie_keyword"", ""Alias"": ""mk"", ""Startup Cost"": 0.0, ""Total Cost"": 81003.13, ""Plan Rows"": 2724257, ""Plan Width"": 12, ""Actual Startup Time"": 0.725, ""Actual Total Time"": 370.302, ""Actual Rows"": 2716578, ""Actual Loops"": 1, ""Filter"": ""(keyword_id > 2926)"", ""Rows Removed by Filter"": 1807352}, ""Planning Time"": 1.996, ""Triggers"": [], ""Execution Time"": 432.647}",SELECT * FROM movie_keyword mk WHERE mk.keyword_id>2926;
469,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 51830.68, ""Total Cost"": 140745.87, ""Plan Rows"": 277084, ""Plan Width"": 106, ""Actual Startup Time"": 467.023, ""Actual Total Time"": 817.588, ""Actual Rows"": 964327, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 50830.68, ""Total Cost"": 112037.47, ""Plan Rows"": 115452, ""Plan Width"": 106, ""Actual Startup Time"": 449.344, ""Actual Total Time"": 603.071, ""Actual Rows"": 321442, ""Actual Loops"": 3, ""Inner Unique"": true, ""Hash Cond"": ""(mk.movie_id = t.id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_keyword"", ""Alias"": ""mk"", ""Startup Cost"": 0.0, ""Total Cost"": 48016.14, ""Plan Rows"": 905772, ""Plan Width"": 12, ""Actual Startup Time"": 0.292, ""Actual Total Time"": 155.062, ""Actual Rows"": 723736, ""Actual Loops"": 3, ""Filter"": ""(keyword_id < 4214)"", ""Rows Removed by Filter"": 784240, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 47185.2, ""Total Cost"": 47185.2, ""Plan Rows"": 134278, ""Plan Width"": 94, ""Actual Startup Time"": 204.568, ""Actual Total Time"": 204.569, ""Actual Rows"": 137174, ""Actual Loops"": 3, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 16, ""Original Hash Batches"": 16, ""Peak Memory Usage"": 3168, ""Workers"": [], ""Plans"": [{""Node Type"": ""Bitmap Heap Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 7137.11, ""Total Cost"": 47185.2, ""Plan Rows"": 134278, ""Plan Width"": 94, ""Actual Startup Time"": 4.998, ""Actual Total Time"": 62.245, ""Actual Rows"": 137174, ""Actual Loops"": 3, ""Recheck Cond"": ""(kind_id = 1)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""(production_year < 2004)"", ""Rows Removed by Filter"": 83768, ""Exact Heap Blocks"": 6080, ""Lossy Heap Blocks"": 0, ""Workers"": [], ""Plans"": [{""Node Type"": ""Bitmap Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Index Name"": ""kind_id_title"", ""Startup Cost"": 0.0, ""Total Cost"": 7056.54, ""Plan Rows"": 648015, ""Plan Width"": 0, ""Actual Startup Time"": 13.722, ""Actual Total Time"": 13.722, ""Actual Rows"": 662825, ""Actual Loops"": 1, ""Index Cond"": ""(kind_id = 1)"", ""Workers"": []}]}]}]}]}, ""Planning Time"": 2.527, ""Triggers"": [], ""Execution Time"": 841.868}","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=1 AND t.production_year<2004 AND mk.keyword_id<4214;"
470,"{""Plan"": {""Node Type"": ""Nested Loop"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 1.3, ""Total Cost"": 772.92, ""Plan Rows"": 344, ""Plan Width"": 176, ""Actual Startup Time"": 0.225, ""Actual Total Time"": 1.434, ""Actual Rows"": 480, ""Actual Loops"": 1, ""Inner Unique"": false, ""Plans"": [{""Node Type"": ""Nested Loop"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 0.86, ""Total Cost"": 712.47, ""Plan Rows"": 24, ""Plan Width"": 134, ""Actual Startup Time"": 0.203, ""Actual Total Time"": 0.538, ""Actual Rows"": 24, ""Actual Loops"": 1, ""Inner Unique"": true, ""Plans"": [{""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""company_id_movie_companies"", ""Relation Name"": ""movie_companies"", ""Alias"": ""mc"", ""Startup Cost"": 0.43, ""Total Cost"": 272.94, ""Plan Rows"": 52, ""Plan Width"": 40, ""Actual Startup Time"": 0.034, ""Actual Total Time"": 0.106, ""Actual Rows"": 60, ""Actual Loops"": 1, ""Index Cond"": ""(company_id = 76590)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""(company_type_id > 1)"", ""Rows Removed by Filter"": 0}, {""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""title_pkey"", ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.43, ""Total Cost"": 8.45, ""Plan Rows"": 1, ""Plan Width"": 94, ""Actual Startup Time"": 0.007, ""Actual Total Time"": 0.007, ""Actual Rows"": 0, ""Actual Loops"": 60, ""Index Cond"": ""(id = mc.movie_id)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""((production_year < 2010) AND (kind_id = 7))"", ""Rows Removed by Filter"": 1}]}, {""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""movie_id_cast_info"", ""Relation Name"": ""cast_info"", ""Alias"": ""ci"", ""Startup Cost"": 0.44, ""Total Cost"": 2.12, ""Plan Rows"": 40, ""Plan Width"": 42, ""Actual Startup Time"": 0.003, ""Actual Total Time"": 0.034, ""Actual Rows"": 20, ""Actual Loops"": 24, ""Index Cond"": ""(movie_id = t.id)"", ""Rows Removed by Index Recheck"": 0}]}, ""Planning Time"": 2.815, ""Triggers"": [], ""Execution Time"": 1.468}","SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND t.production_year<2010 AND mc.company_id=76590 AND mc.company_type_id>1;"
